recipeId,ingredientDescription
82,4 leaves fresh basil
82,cranberry sauce
82,mayo
82,romaine lettuce leaves
82,salt and pepper to taste
82,sandwich bread
82,stuffing
82,tomatoes
82,turkey
85,"1 granny smith apple, cored and thinly sliced"
85,3 tablespoons softened butter
85,4 slices whole wheat bread
85,5 tablespoons apricot jelly
85,5 tablespoons peanut butter
85,6 slices maple-cured bacon
85,blackberries
85,bread
85,cayenne pepper to taste
85,fontina cheese
85,fresh basil leaves
85,olive oil
86,"1 unpeeled red apple, chopped"
86,1/2 cup thinly sliced celery
86,1/2 teaspoon curry powder
86,1/4 cup chopped pecans
86,12 lettuce leaves
86,12 slices bread
86,"2 cups cubed, cooked chicken"
86,2 tablespoons thinly sliced green onions
86,2 teaspoons lime juice
86,3/4 cup dried cranberries
86,3/4 cup mayonnaise
86,bacon
86,cheddar cheese
86,pineapple
86,white bread
87,1 teaspoon curry powder
87,1/2 cup mayonnaise
87,"4 hard-cooked eggs, peeled and chopped"
87,8 slices bread
87,chutney
87,monterey jack
87,mung beans
87,salt and pepper to taste
87,salted butter
87,tomatoes
87,white sandwich bread
88,1 cup hawaiian style marinade
88,6 leaves romaine lettuce
88,"6 onion rolls, split"
88,6 pineapple rings
88,"6 skinless, boneless chicken breast halves - pounded to 1/4 inch thickness"
88,6 slices provolone cheese
88,6 slices tomato
88,6 tablespoons thousand island salad dressing
88,chicken breasts
88,garlic cloves
88,ground chicken
88,large eggs
88,panko bread crumbs
88,pepper
88,salt
88,sharp cheddar cheese
88,wheat sandwich bun
89,"1 (1 pound) loaf ciabatta bread, split in half horizontally"
89,1 head garlic
89,1 tablespoon dried rosemary
89,1 tablespoon olive oil
89,"10 leaves fresh basil leaves, chopped"
89,2 tablespoons butter
89,2 teaspoons balsamic vinegar
89,"3 tomatoes, sliced"
89,"8 ounces fresh mozzarella cheese, sliced"
89,fresh lemon juice
89,fresh parsley leaves
89,fresh tarragon
89,mayonnaise
89,tabasco
89,vidalia onion
89,white bread
90, sticks butter
90, tablespoons frenchs mustard
90, tablespoons poppy seeds
90, tablespoons worcestershire sauce
90,1 package kings hawaiian rolls
90,12 slices honey baked ham
90,12 slices provolone cheese
90,2 tablespoons brown sugar
90,buns
90,ham
90,mustard
90,pickles
90,pork
90,swiss cheese
91,1/3 cup chopped celery
91,2 tablespoons finely chopped onions
91,2 tablespoons light mayonnaise
91,2 tablespoons nonfat plain yogurt
91,4 lettuce leaves
91,8 slices tomatoes
91,all-purpose flour
91,allspice
91,baking powder
91,baking soda
91,buttermilk
91,cake
91,carrots
91,cinnamon
91,cream cheese
91,dark brown sugar
91,eggs
91,golden raisins
91,salt
91,semifreddo
91,sugar
91,toasted pecans
91,vanilla extract
91,vegetable oil
92,1 slice cheddar cheese
92,2 slices bread
92,2 tablespoons peanut butter
92,2 teaspoons butter or margarine
92,beef consomme
92,deli roast beef
92,hoagie rolls
92,provolone cheese
92,water
93,"1 (5 ounce) goat cheese, softened"
93,1/2 cup basil pesto
93,"2 pita breads, cut in half"
93,"3/4 cup sun-dried tomatoes, softened and chopped"
93,apricot preserves
93,babi spinach
93,boneless skinless chicken breasts
93,cayenne pepper
93,dijon mustard
93,mayonnaise
93,red onion
93,sourdough
94,1 tablespoon heavy cream
94,"1/2 red bell pepper, seeded"
94,1/4 cup mayonnaise
94,"2 skinless, boneless chicken breast halves"
94,4 slices white bread
94,all-purpose flour
94,baking powder
94,black pepper
94,boneless skinless chicken breasts
94,cayenne pepper
94,chips
94,hamburger buns
94,kosher salt
94,large eggs
94,milk
94,msg
94,nonfat milk
94,paprika
94,peanut oil
94,salt and pepper to taste
94,sugar
95,"1 (6 ounce) can tuna, drained"
95,1 1/2 teaspoons cream-style horseradish sauce
95,1 tablespoon chopped dill pickles
95,1/4 cup mayonnaise
95,2 leaves lettuce
95,2 slices swiss cheese
95,2 slices tomato
95,2 thin slices red onion
95,4 slices bread
95,american cheese
95,butter
95,jalapeno chilies
95,onion
95,plum tomatoes
95,white bread
96,1 (12 count) package hawaiian bread rolls
96,1 (8 ounce) tub philadelphia chive & onion cream cheese spread
96,1 pound shaved black forest ham
96,1 tablespoon worcestershire sauce
96,"1/2 cup butter, melted"
96,1/2 tablespoon dried minced onion
96,1/4 cup grated parmesan cheese
96,12 slices gruyere cheese
96,bread
96,butter
96,cheese
97,1 tablespoon honey mustard
97,1/2 cup butter
97,1/4 cup dried onion flakes
97,1/4 cup white sugar
97,"12 slices swiss cheese, halved"
97,"12 thin slices deli smoked turkey, halved"
97,"12 thin slices of honey-cured deli ham, halved"
97,"12 thin slices provolone cheese, halved"
97,2 tablespoons poppy seeds
97,dry yeast
97,flour
97,milk
97,salt
97,unsalted butter
97,warm water
97,white sugar
99,1 (6 ounce) can oil-packed tuna
99,"1 granny smith apple, cored and diced"
99,"1 shallot, finely chopped"
99,1 tablespoon prepared dijon-style mustard
99,1 teaspoon sweet pickle relish
99,1/2 cup diced celery
99,1/2 cup mayonnaise
99,1/4 cup chopped walnuts
99,1/4 teaspoon curry powder
99,4 large croissants
99,4 leaves lettuce
99,4 slices swiss cheese
99,bread
99,celery
99,celery seed
99,dried thyme
99,ground black pepper
99,mayo
99,sage
99,salsa
99,salt
99,salt and pepper to taste
99,sliced green onions
99,turkey
100, cups (heaping) freshly grated smoked gruyere cheese
100," whole gala apple, sliced thin"
100,4 slices of bread
100,"4 slices to 6 slices of slab bacon, cooked and cut in half"
100,4 tablespoons butter
100,brioche
100,butter
100,chives
100,fleur de sel
100,"freshly ground black pepper, to taste"
100,hamachi
100,prosciutto
100,quail eggs
100,shallots
100,white wine
101, cups mayonnaise
101, cups whole milk
101," heads cabbage, sliced thin"
101," heads purple cabbage, sliced thin"
101, teaspoons cayenne pepper
101, teaspoons salt
101,1 can (11 ounce) chipotle peppers in adobo sauce
101,1 tablespoon sugar
101,1 teaspoon white vinegar
101,"1 whole jalapeno, halved lengthwise and thinly sliced"
101,"1 whole onion, peeled and quartered"
101,1 whole pork butt (pork shoulder roast)
101,12 tablespoons butter
101,12 whole good quality kaiser or deli rolls
101,"2 cans cola (dr pepper, coke, etc.)"
101,"2 cups cilantro leaves, barely chopped"
101,2 tablespoons brown sugar
101,apples
101,celery ribs
101,chopped walnuts
101,lemon juice
101,mayonnaise
101,raisin bread
101,salt and pepper
103,1 cup sliced fresh mushrooms
103,"1 medium red onion, sliced"
103,"1 small eggplant, sliced"
103,"1 small red bell pepper, sliced"
103,"2 tomatoes, sliced"
103,3 tablespoons pesto sauce
103,4 cloves garlic
103,6 slices mozzarella cheese
103,"6 slices sourdough bread, toasted"
103,all-purpose flour
103,bacon
103,baking powder
103,baking soda
103,biscuits
103,butter
103,cake flour
103,canadian bacon
103,cheddar
103,chives
103,cream cheese
103,dried basil
103,dried oregano
103,dry mustard
103,eggs
103,hot sauce
103,mayonnaise
103,pepper
103,plain low-fat yogurt
103,salt
103,salt and pepper to taste
103,sharp cheddar cheese
103,sugar
103,unsalted butter
103,water
103,worcestershire sauce
104,1 cup yellow cornmeal
104,"1 egg, beaten"
104,1/4 cup cooking oil
104,2 slices pepperjack cheese
104,2 tablespoons butter
104,2 tablespoons pickled jalapeno slices
104,4 slices sourdough bread
104,6 (1/4 inch thick) slices green tomato
104,6 (1/4 inch thick) slices red tomato
104,cheddar cheese
104,lettuce leaves
104,mayonnaise
104,tomatoes
104,turkey bacon
104,white bread
105, cups creamy peanut butter
105, cups jelly (flavor of your choice)
105, cups plus 2 tablespoons light brown sugar
105," cups plus 2 tablespoons, granulated sugar"
105, teaspoons baking powder
105, teaspoons baking soda
105, teaspoons vanilla extract
105,1 whole egg
105,1- cup all-purpose flour
105,2 drops brown food coloring
105,2 tablespoons vodka
105,2- tablespoons milk
105,celery
105,chives
105,for the crust:
105,for the filling:
105,for the peanut butter cookies:
105,large eggs
105,lemon juice
105,lettuce
105,mayonnaise
105,pepper
105,salt
105,whole grain bread
106,"1 pinch ground cinnamon, for dusting"
106,1 teaspoon ground cinnamon
106,1/2 cup packed brown sugar
106,1/4 cup chopped pecans
106,2 tablespoons butter
106,3 tablespoons butter
106,"4 granny smith apple - peeled, cored and sliced"
106,4 slices sourdough bread
106,"6 ounces brie cheese, cut into long, even slices"
106,arugula
106,balsamic vinegar
106,extra-virgin olive oil
106,french bread
106,pepper
106,prosciutto
107,1 cup mayonnaise
107,"1 ripe tomato, sliced"
107,1/2 cup sweetened dried cranberries
107,1/8 teaspoon celery salt
107,1/8 teaspoon garlic powder
107,1/8 teaspoon ground black pepper
107,"2 celery stalks, sliced"
107,2/3 cup salted cashews
107,4 cups chopped leftover grilled chicken
107,4 large red leaf lettuce leaves
107,4 tablespoons mayonnaise
107,"8 slices bread, toasted"
107,chili sauce
107,chuck roast
107,dill pickles
107,garlic cloves
107,hamburger buns
108, cups olive oil
108, cups red wine vinegar
108, pounds thinly sliced genoa salami
108, pounds thinly sliced turkey breast
108, teaspoons black pepper
108, teaspoons kosher salt
108,1 cup shredded iceberg lettuce
108,1 loaf (16 oz. and about 2 ft. long) french or italian bread
108,1 teaspoon dried oregano
108,"2 cloves to 4 cloves of garlic, pressed in a garlic press"
108,"3 ounces, weight thinly sliced capocollo"
108,"4 slices each, red and green bell peppers"
108,4 slices mozzarella cheese
108,4 slices provolone cheese
108,black pepper
108,cream cheese
108,for the italian dressing:
108,for the sub:
108,fresh dill
108,kosher salt
108,lemon
108,red onion
108,sandwich bread
108,"sliced black olives, optional"
108,smoked salmon
108,thinly sliced red onion (optional)
108,white sandwich bread
109,2 (1 ounce) slices cooked deli turkey breast
109,2 leaves lettuce
109,2 slices bacon
109,2 slices tomato
109,"3 slices bread, toasted"
109,3 tablespoons mayonnaise
109,butter
109,dijon mustard
109,french toast
109,mayonnaise
109,slices ham
109,swiss cheese
109,turkey
110,2 teaspoons prepared mustard
110,2/3 cup shredded cheddar cheese
110,3 tablespoons chopped onion
110,3 tablespoons ketchup
110,3 tablespoons pickle relish
110,8 hot dog buns
110,"8 hot dogs, chopped"
110,avocado
110,balsamic reduction
110,balsamic vinegar
110,cucumber
110,pesto
110,pitted kalamata olives
110,red bell pepper
110,red onion
110,spring mix
110,whole wheat bread
111,"1 bulb garlic cloves, separated and peeled"
111,1/4 cup peppercorns
111,2 (12 fluid ounce) bottles beer
111,2 (3 pound) corned beef briskets with spice packets
111,2 bay leaves
111,bay leaf
111,crushed red pepper flakes
111,diced tomatoes
111,dried oregano
111,garlic
111,olive oil
111,onion
111,salt
111,sugar
111,tomato paste
112,1/4 cup prepared coleslaw
112,10 strips frozen french fried potatoes
112,2 slices italian bread
112,2 slices provolone cheese
112,2 slices tomato
112,5 slices deli cooked roast beef
112,graham cracker
112,milk
112,miniatur semisweet chocol chip
112,vanilla instant pudding
112,whipped topping
113,1 sprig thyme
113,"1 whole ciabatta roll, sliced in half lengthwise"
113,2 slices bacon (cooked)
113,2 tablespoons butter
113,"4 slices brie cheese, room temperature"
113,balsamic vinegar
113,burger buns
113,fresh basil leaves
113,globe eggplant
113,mozzarella cheese
113,olive oil
113,red onion
113,red wine vinegar
113,salt
113,tomatoes
114,
114,"1 large onion, sliced and quartered"
114,1 pinch coarse sea salt
114,1 tablespoon parmesan cheese
114,1/2 cup mayonnaise
114,1/2 teaspoon italian seasoning
114,1/2 teaspoon worcestershire sauce
114,1/8 teaspoon liquid smoke
114,"2 pounds round steak, thinly sliced"
114,"3 cloves garlic, minced"
114,3 tablespoons olive oil
114,"4 hard rolls, split"
114,8 (1 ounce) slices provolone cheese
114,bacon
114,baking powder
114,baking soda
114,buttermilk
114,duck egg
114,flour
114,maple syrup
114,powdered sugar
114,salt
114,white sugar
115,1 (12 ounce) package mini chocolate chips
115,1 (9 ounce) box chocolate wafer cookies
115,"1 quart ice cream, softened"
115,cream cheese
115,cucumber
115,dill weed
115,french bread
115,italian salad dress mix
115,mayonnaise
116,1 frozen waffle
116,"1 scoop vanilla ice cream, softened"
116,1 tablespoon maple syrup
116,1/2 tablespoon butter
116,harissa
116,olive oil
116,sourdough bread
116,sun-dried tomatoes
116,whiting
117,"1 (1 pound) loaf round, crusty italian bread"
117,"1 cup black olives, chopped"
117,"1 cup mushrooms, chopped"
117,1 tablespoon lemon juice
117,"1 tomato, sliced"
117,1/2 cup olive oil
117,1/2 pound sliced deli turkey meat
117,1/2 pound sliced ham
117,1/2 pound sliced mozzarella cheese
117,1/2 teaspoon black pepper
117,1/4 pound sliced salami
117,2 tablespoons chopped fresh parsley
117,2 teaspoons dried oregano
117,"3 cloves garlic, minced"
117,3 tablespoons tarragon vinegar
117,6 leaves lettuce
117,artichokes
117,gruyere cheese
117,spinach leav
117,turkey
117,white bread
118,1 leaf lettuce
118,"1 multigrain bagel, split and toasted"
118,1 tablespoon herb and garlic flavored cream cheese
118,1/4 cup shredded carrot
118,2 slices dill pickle
118,2 thin slices cheddar cheese
118,chipotle peppers
118,cornmeal
118,cumin
118,mayonnaise
118,orange juice
118,salt
121,1 lettuce leaf
121,"1 medium tomato, thickly sliced"
121,1 slice white american cheese
121,2 slices white bread
121,2 teaspoons butter or margarine
121,coarse salt
121,ground pepper
121,hoagie rolls
121,olive oil
121,provolone
121,rib
121,salt and pepper to taste
121,white onion
122,  ripe avocado
122,1  egg
122,"1  tomato, sliced"
122,1 slice good multi-grain bread for toasting
122,1 slice good pepper-jack cheese
122,2 dashes hot sauce (i use cholula brand)
122,2 slices turkey bacon
122,all-purpose flour
122,bacon
122,baking soda
122,bananas
122,buttermilk
122,eggs
122,maple syrup
122,peanut butter
122,red pepper flakes to taste (optional)
122,salt
122,salt and freshly ground black pepper
122,sugar
122,unsalted butter
122,vegetable oil
122,whipped cream
123,1 1/2 tablespoons peanut butter
123,2 slices white bread
123,2 tablespoons semisweet chocolate chips
123,2 teaspoons margarine
123,basil
123,bread
123,butter
123,cheddar
123,chicken
123,cilantro
123,jack
123,oil
123,onion
123,salsa
123,toast sesam seed
124,1 cup flour
124,1 pound boneless pork loin
124,1 teaspoon salt
124,1/2 cup yellow cornmeal
124,1/2 teaspoon black pepper
124,4 large sandwich buns
124,coarse salt
124,country bread
124,figs
124,fresh goat cheese
124,ground pepper
124,olive oil
124,onion
126,1 (6 ounce) can solid white tuna packed in water
126,"1 avocado - peeled, pitted and sliced"
126,1 tablespoon minced red onion
126,1 tablespoon sweet pickle relish
126,"1 tomato, sliced"
126,1/2 teaspoon dijon mustard
126,1/2 teaspoon prepared horseradish
126,1/4 teaspoon paprika
126,"2 hoagie buns, split"
126,2 lettuce leaves
126,2 slices provolone cheese
126,4 slices bacon
126,black pepper to taste
126,flatbread
126,fresh basil leaves
126,fresh mozzarella ball
126,fresh parmesan chees
126,garlic cloves
126,herbs
126,olive oil
126,plum tomatoes
126,salad greens
126,salt
126,toast walnut
126,vinaigrette
127,"1 clove garlic, minced"
127,"1 granny smith apple, thinly sliced"
127,1 teaspoon heinz worcestershire sauce
127,1/2 cup very thinly sliced red onion
127,"1/3 cup heinz 57 sauce, lightly flavoured"
127,1/4 teaspoon pepper
127,1/4 teaspoon salt
127,2 tablespoons melted butter
127,2 teaspoons chopped fresh dill
127,2 teaspoons extra-virgin olive oil
127,2 teaspoons lemon juice
127,4 kaiser rolls
127,"4 skinless, boneless salmon fillets"
127,bacon
127,cook turkei
127,dijon mustard
127,dinner rolls
127,lettuce leaves
127,swiss cheese
128,"1 clove garlic, minced"
128,"1 lemon, cut into wedges"
128,1 pinch salt and ground black pepper to taste
128,1 pound cod fillets
128,"2 tablespoons butter, softened"
128,2 tablespoons ranch-style salad dressing
128,2 tablespoons steak sauce
128,"4 hamburger buns, split and toasted"
128,granny smith apples
128,granola
128,peanut butter
128,raisins
129,1 cup water
129,1 tablespoon coarsely ground black pepper
129,1 tablespoon crushed red pepper
129,1 tablespoon dried oregano
129,1 tablespoon salt
129,4 pounds boneless rump roast
129,"6 cloves garlic, slivered"
129,butter
129,dijon mustard
129,flour
129,freshly ground pepper
129,grated parmesan cheese
129,gruyere cheese
129,italian loaf
129,milk
129,salt
129,slices ham
130,1 teaspoon red pepper flakes
130,"1 whole onion, peeled and quartered"
130,2 tablespoons dried oregano
130,2 teaspoons salt
130,"3 cloves garlic, peeled"
130,3 pounds pork shoulder
130,6 cups cuban pulled pork (3/4 cup per sandwich)
130,"6 tablespoons vinegar, divided use"
130,8 slices smoked ham
130,8 slices swiss cheese
130,8 whole french roll (i used a soft french bakery roll)
130,"bread and butter pickles and yellow mustard, as desired"
130,for the braised pork:
130,for the sandwiches:
130,soft fresh goat cheese
130,toasted pecans
130,unsalted butter
130,watercress
130,whole wheat sandwich bread
131,"1 (20 ounce) can sliced pineapple, drained"
131,16 slices bacon
131,8 slices cheddar cheese
131,8 slices toasted white bread
131,cheddar cheese
131,dijon mustard
131,extra-virgin olive oil
131,melted butter
131,rolls
131,shredded mozzarella cheese
131,slices ham
131,turkey
133,1 1/2 cups all-purpose flour
133,1 1/4 cups packed brown sugar
133,1 3/4 cups graham cracker crumbs
133,1 cup butter
133,1 cup whipped cream
133,1 cup white sugar
133,1 teaspoon baking soda
133,1 teaspoon ground cinnamon
133,1 teaspoon salt
133,1 teaspoon vanilla extract
133,1/4 cup finely chopped pecans
133,1/4 cup white sugar
133,"2 (8 ounce) packages cream cheese, softened"
133,2 eggs
133,4 ounces frozen strawberries
133,beaten eggs
133,confectioners sugar
133,cook deli ham
133,deli turkei
133,flour
133,panko bread crumbs
133,sandwich bread
133,swiss cheese
133,vegetable oil
134,"1 (6 ounce) can tuna, drained"
134,"1 pinch cayenne pepper, or to taste"
134,"1 pinch garlic powder, or to taste"
134,"1 pinch white sugar, or to taste"
134,"1 stalk celery, finely chopped"
134,1 tablespoon mayonnaise
134,2 tablespoons peanuts
134,2 tablespoons raisins
134,2 teaspoons curry powder
134,4 slices bread
134,black pepper
134,chopped green onion
